20251208,12940.0,13270.0,13280.0,12850.0,1499959,27.13
20251209,12840.0,13000.0,13050.0,12710.0,1245116,27.16
20251210,12680.0,12870.0,12930.0,12610.0,1410035,27.13
20251211,12480.0,12800.0,12820.0,12450.0,1946938,27.16
20251212,12520.0,12510.0,12540.0,12430.0,1050987,27.16
20251215,12300.0,12390.0,12430.0,12250.0,1453674,27.09
20251216,12050.0,12290.0,12340.0,11980.0,1338968,27.04
20251217,12160.0,12070.0,12160.0,12010.0,1238752,26.96
20251218,11890.0,11980.0,11980.0,11730.0,946032,26.99
20251219,11970.0,12080.0,12080.0,11760.0,1397891,26.99
20251222,11770.0,12040.0,12050.0,11690.0,2539423,26.86
20251223,11920.0,11850.0,12030.0,11800.0,1514351,26.96
20251224,12050.0,12010.0,12120.0,11970.0,1240762,27.02
20251226,11770.0,12060.0,12060.0,11760.0,1534833,26.93
20251229,12000.0,11700.0,12000.0,11600.0,1279859,27.02
20251230,11810.0,11930.0,11960.0,11800.0,826667,26.96
20260102,11830.0,11830.0,11930.0,11710.0,1106143,26.99
20260105,12020.0,11940.0,12230.0,11840.0,1530993,26.99
