종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","1725","63","3.79","1684","1768","1682","681558","1180748639","91686021120","53059040"
"095570","AJ네트웍스","KOSPI",,"4590","-5","-0.11","4620","4675","4575","209094","965488469","207936427605","45252759"
"006840","AK홀딩스","KOSPI",,"8470","-140","-1.63","8610","8630","8470","16220","138046550","112604268500","13247561"
"054620","APS","KOSDAQ","중견기업부","4025","-70","-1.71","4070","4170","3995","56797","229991095","74404623945","18394221"
"265520","AP시스템","KOSDAQ","우량기업부","20500","400","1.99","20500","21000","20000","181763","3718256925","308541830500","15050821"
"211270","AP위성","KOSDAQ","우량기업부","14300","720","5.30","13900","15250","13190","2862809","41099245005","216883531520","15082304"
"139050","BF랩스","KOSDAQ","관리종목(소속부없음)","2805","0","0.00","0","0","0","0","0","24247965555","8644551"
"027410","BGF","KOSPI",,"3855","-5","-0.13","3860","3870","3835","72323","278507630","368988229305","95716791"
"282330","BGF리테일","KOSPI",,"103800","-400","-0.38","104500","105000","103500","33048","3437640750","1795797833400","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","3725","125","3.47","3630","3760","3605","109586","403331508","234434367765","62766899"
"138930","BNK금융지주","KOSPI",,"15630","-100","-0.64","15810","15980","15520","555412","8690451435","4927042163180","314425154"
"001460","BYC","KOSPI",,"41000","-450","-1.09","41450","41600","40450","6526","267089050","252969075000","6246150"
"001465","BYC우","KOSPI",,"24300","-200","-0.82","24500","25000","24200","268","6542550","52338555000","2153850"
"083790","CG인바이츠","KOSDAQ","벤처기업부","1393","-33","-2.31","1426","1439","1383","163710","228079465","107113595526","76894182"
"001040","CJ","KOSPI",,"174800","1500","0.87","173500","175800","170300","105365","18261874050","5091386151000","29176998"
"079160","CJ CGV","KOSPI",,"5810","-10","-0.17","5830","5930","5770","418390","2431458530","960372943600","165581542"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","63700","-3000","-4.50","67300","67500","63400","85308","5475991850","1396887109800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","9180","-40","-0.43","9220","9240","9050","25595","233331165","119940941160","13065462"
"00104K","CJ4우(전환)","KOSPI",,"154100","800","0.52","152300","154500","150800","6922","1060424050","650882848000","4226512"
"000120","CJ대한통운","KOSPI",,"94900","-100","-0.11","96000","96400","94100","65197","6179358450","2160328976800","22812344"
"011150","CJ씨푸드","KOSPI",,"2880","0","0.00","2895","2900","2855","482455","1386464364","103480626240","35930773"
"011155","CJ씨푸드1우","KOSPI",,"15920","190","1.21","15540","16790","15540","1815","28636790","3184000000","200000"
"001045","CJ우","KOSPI",,"90900","400","0.44","90500","92000","90000","4535","411519200","205454270700","2260223"
"097950","CJ제일제당","KOSPI",,"206500","-500","-0.24","207500","208000","206000","49524","10237933250","3108689409000","15054186"
"097955","CJ제일제당 우","KOSPI",,"138200","-100","-0.07","138500","138500","137400","4435","611460350","183318497300","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","26100","-50","-0.19","26150","26350","25600","15654","406327150","311035553200","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","1831","-6","-0.33","1830","1857","1830","422171","775845101","270994721439","147842183"
"056730","CNT85","KOSDAQ","벤처기업부","591","-7","-1.17","598","599","589","23823","14121940","44170266856","74111186"
"000480","CR홀딩스","KOSPI",,"4790","-15","-0.31","4765","4805","4765","22847","109151350","224136542200","46890490"
"065770","CS","KOSDAQ","벤처기업부","788","5","0.64","783","788","778","62309","48743901","15198914790","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","498","3","0.61","495","524","488","614683","309650399","31414729500","62829459"
"000590","CS홀딩스","KOSPI",,"76600","700","0.92","76600","77400","75600","988","75560000","88433321200","1154482"
"012030","DB","KOSPI",,"1548","35","2.31","1520","1560","1513","733631","1134314618","311417248284","201173933"
"477760","DB금융스팩12호","KOSDAQ","SPAC(소속부없음)","2130","0","0.00","2120","2130","2120","661","1407900","12439200000","5840000"
"005830","DB손해보험","KOSPI",,"128800","1000","0.78","127900","129500","126300","140992","18052418600","9090720000000","70800000"
"016610","DB증권","KOSPI",,"11790","860","7.87","10940","11790","10940","267776","3067851260","496622751300","42446389"
"000990","DB하이텍","KOSPI",,"75200","1500","2.04","74700","76300","73400","574261","43095756350","3267194558800","43504588"
"099520","DGI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"000300","DH오토넥스","KOSPI",,"1984","0","0.00","0","0","0","0","0","164422234240","82874110"
"290120","DH오토리드","KOSDAQ","우량기업부","2470","20","0.82","2480","2515","2460","40129","99901875","39165016275","15824249"
"025440","DH오토웨어","KOSDAQ","중견기업부","775","-2","-0.26","777","782","767","90482","69938756","37805448600","48781224"
"001530","DI동일","KOSPI",,"19430","630","3.35","18990","19470","18860","31366","600510905","383142617600","19729280"
"015590","DKME","KOSPI",,"515","0","0.00","0","0","0","0","0","122045495160","236981544"
"000210","DL","KOSPI",,"36450","-50","-0.14","36750","36950","36400","68764","2511139650","764889766000","20955884"
"000215","DL우","KOSPI",,"22900","-100","-0.43","23950","23950","22600","12122","276004275","38612033500","1686115"
"375500","DL이앤씨","KOSPI",,"41350","1450","3.63","40000","41350","40000","185751","7612425900","1599981311050","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"30300","600","2.02","29750","30650","29600","1451","43473250","63886517750","2111951"
"37550K","DL이앤씨우","KOSPI",,"21200","200","0.95","21000","21550","20800","7850","165331950","44708667750","2113885"
"068790","DMS","KOSDAQ","관리종목(소속부없음)","6330","0","0.00","0","0","0","0","0","149939488590","23687123"
"007340","DN오토모티브","KOSPI",,"23750","150","0.64","23600","23800","23400","96133","2269046975","1389633043750","58510865"
"004840","DRB동일","KOSPI",,"4980","-15","-0.30","5000","5050","4915","40228","200210790","98852800000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","7920","520","7.03","7510","8100","7320","2380505","18463124545","212760000000","27000000"
"155660","DSR","KOSPI",,"3800","-25","-0.65","3825","3825","3785","12201","46358490","60800000000","16000000"
"069730","DSR제강","KOSPI",,"3765","0","0.00","3760","3785","3730","20659","77621006","54288000000","14400000"
"017860","DS단석","KOSPI",,"18270","80","0.44","18150","18370","18150","60304","1100537420","321791079600","17584212"
"180400","DXVX","KOSDAQ","관리종목(소속부없음)","3465","-35","-1.00","3500","3585","3160","736985","2474170975","170299234720","49219432"
"092780","DYP","KOSPI",,"3365","-25","-0.74","3395","3440","3360","13967","47264990","44338204820","13168460"
"017940","E1","KOSPI",,"82400","1600","1.98","80500","82600","80400","7919","647437550","565264000000","6860000"
"418620","E8","KOSDAQ","기술성장기업부","1575","-72","-4.37","1651","1715","1575","87351","144324784","20355155568","12850477"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","벤처기업부","5330","-60","-1.11","5300","5480","5250","36339","193578735","46229849920","8624972"
"278990","EMB","KONEX","일반기업부","3300","-100","-2.94","3200","3495","3000","238","779495","25807286400","8064777"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4315","10","0.23","4320","4325","4285","373917","1612671275","1061874035000","246089000"
"050120","ES큐브","KOSDAQ","중견기업부","2880","30","1.05","2850","2995","2850","9250","26817605","38725465530","13564086"
"383220","F&F","KOSPI",,"65500","-800","-1.21","66600","66800","64900","123194","8093038950","2509113412500","38307075"
"007700","F&F홀딩스","KOSPI",,"19020","410","2.20","18840","20400","18600","27136","519925605","760774438150","39114367"
"214270","FSN","KOSDAQ","중견기업부","2040","-5","-0.24","2030","2060","2000","156585","318038965","89129556360","43690959"
"130500","GH신소재","KOSDAQ","우량기업부","2630","-40","-1.50","2670","2675","2570","66215","173416512","37889860460","14545052"
"114090","GKL","KOSPI",,"14450","-230","-1.57","14830","14830","14420","134658","1954757055","897525771700","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3740","185","5.20","3645","3740","3525","920031","3353682142","302379000000","80850000"
"078930","GS","KOSPI",,"58300","3000","5.42","56200","59500","56100","385042","22326410150","5416966537400","92915378"
"083450","GST","KOSDAQ","우량기업부","32300","1900","6.25","31300","32800","30550","1303424","41361314975","594367500000","18430000"
"006360","GS건설","KOSPI",,"19010","190","1.01","18900","19380","18900","517204","9855330385","1625192495100","85581490"
"001250","GS글로벌","KOSPI",,"2285","-15","-0.65","2300","2330","2275","503846","1153880368","188176981920","82533764"
"007070","GS리테일","KOSPI",,"19930","170","0.86","19790","20050","19530","136171","2699751365","1667131855100","83607415"
"078935","GS우","KOSPI",,"48550","850","1.78","48450","48800","47800","8207","397494350","86564061000","1784826"
"499790","GS피앤엘","KOSPI",,"42250","650","1.56","41950","42650","40850","142077","5909650125","837853032250","19830841"
"297890","HB솔루션","KOSDAQ","우량기업부","2250","10","0.45","2255","2350","2235","788010","1798093697","165664170210","73140914"
"440290","HB인베스트먼트","KOSDAQ","중견기업부","2050","-45","-2.15","2090","2100","2035","164380","338130925","56388181500","27506430"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2030","30","1.50","2035","2095","2000","1637714","3336248496","188213309480","92715916"
"225530","HC보광산업","KOSDAQ","우량기업부","2885","-15","-0.52","2900","2940","2860","26936","77424400","104837227395","36338727"
"060560","HC홈센타","KOSDAQ","중견기업부","749","1","0.13","742","754","733","33947","25130557","95624474225","127669525"
"012630","HDC","KOSPI",,"17490","-10","-0.06","17500","18090","17430","115653","2031481525","1048467203550","59741721"
"039570","HDC랩스","KOSPI",,"8250","-120","-1.43","8330","8400","8210","21927","181984435","214150208250","25957601"
"089470","HDC현대EP","KOSPI",,"4230","20","0.48","4210","4280","4200","40934","172919185","134458500000","31900000"
"294870","HDC현대산업개발","KOSPI",,"20950","50","0.24","21200","21550","20700","227597","4774936250","1380758563500","65907330"
"009540","HD한국조선해양","KOSPI",,"401000","7500","1.91","385000","402500","385000","299339","118903226250","28309246400000","70773116"
"267250","HD현대","KOSPI",,"191000","6800","3.69","182000","191000","181000","188886","35601982200","15063981309500","78993085"
"267270","HD현대건설기계","KOSPI",,"102100","4700","4.83","97100","102800","96800","175094","17587255450","1760061958200","17357613"
"443060","HD현대마린솔루션","KOSPI",,"185300","-8200","-4.24","195200","195200","184700","153493","28706849400","8302369692000","44829210"
"071970","HD현대마린엔진","KOSPI",,"86500","1500","1.76","83400","86800","82500","323479","27498930500","2934209317500","33921495"
"322000","HD현대에너지솔루션","KOSPI",,"57900","2600","4.70","56300","58900","56300","116503","6758595750","647360000000","11200000"
"042670","HD현대인프라코어","KOSPI",,"13800","0","0.00","0","0","0","0","0","2606147084400","188851238"
"267260","HD현대일렉트릭","KOSPI",,"868000","49000","5.98","819000","869000","811000","165181","140089546000","31252866045000","36047135"
"329180","HD현대중공업","KOSPI",,"513000","9000","1.79","499500","516000","497500","274884","139893758500","53740147200000","104961225"
"376270","HEM파마","KOSDAQ","기술성장기업부","47950","850","1.80","48800","48950","46050","37076","1755573725","342615623300","7152727"
"097230","HJ중공업","KOSPI",,"20900","-400","-1.88","20800","21550","20550","786010","16506645925","1887172689600","90295344"
"195940","HK이노엔","KOSDAQ GLOBAL","우량기업부","50400","550","1.10","50100","50400","49550","159124","7959492375","1427826506400","28329891"
"014790","HL D&I","KOSPI",,"2570","-45","-1.72","2615","2635","2530","108436","278148615","97296604570","37858601"
"028300","HLB","KOSDAQ","중견기업부","53900","1000","1.89","53800","54200","52100","854890","45584784750","7106882629000","131853110"
"003580","HLB글로벌","KOSPI",,"2485","55","2.26","2440","2500","2400","247909","608845476","126405444975","50663505"
"278650","HLB바이오스텝","KOSDAQ","중견기업부","1522","23","1.53","1501","1530","1491","516760","782160100","132422430358","87005539"
"343090","HLB사이언스","KONEX","일반기업부","2080","0","0.00","0","0","0","0","0","39436284160","18959752"
"067630","HLB생명과학","KOSDAQ","투자주의환기종목(소속부없음)","4275","245","6.08","4080","4300","4000","791194","3326314536","521195422950","121917058"
"024850","HLB이노베이션","KOSDAQ","중견기업부","2090","50","2.45","2065","2090","1998","559406","1142878187","302080474080","144536112"
"187420","HLB제넥스","KOSDAQ","기술성장기업부","2845","55","1.97","2790","2855","2780","42723","120530675","82961534305","29160469"
"047920","HLB제약","KOSDAQ","기술성장기업부","17230","420","2.50","17130","17340","16500","183175","3123003795","565460897440","32799356"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","3250","150","4.84","3135","3265","3060","614643","1963007333","274664266065","84382263"
"046210","HLB파나진","KOSDAQ","벤처기업부","1754","17","0.98","1742","1765","1725","98146","171030752","79755527116","45470654"
"196300","HLB펩","KOSDAQ","관리종목(소속부없음)","8870","1080","13.86","7830","9490","7420","177548","1562481760","82525374240","9293398"
"204320","HL만도","KOSPI",,"60700","-4700","-7.19","64100","64100","59900","2484788","151544140750","2850297184000","46957120"
"060980","HL홀딩스","KOSPI",,"44450","-1900","-4.10","46750","46750","44100","48029","2159882600","411381748050","9213477"
"011200","HMM","KOSPI",,"19850","-350","-1.73","20100","20150","19760","1927646","38298661295","18742138463900","943237970"
"403870","HPSP","KOSDAQ GLOBAL","우량기업부","35000","550","1.60","35250","35400","34150","1433327","49946181900","2922189351600","83610568"
"036640","HRS","KOSDAQ","우량기업부","5170","-30","-0.58","5200","5230","5150","73386","380640080","84717864000","16354800"
"035000","HS애드","KOSPI",,"8390","-130","-1.53","8490","8550","8350","38074","320052905","136306286040","16207644"
"002460","HS화성","KOSPI",,"11920","320","2.76","11800","12000","11580","20304","240728150","121292500000","10150000"
"487570","HS효성","KOSPI",,"58700","3200","5.77","55800","58700","55800","35752","2059017900","218339322200","3725927"
"298050","HS효성첨단소재","KOSPI",,"178800","-300","-0.17","178500","180950","178200","10726","1917360850","800566707600","4479948"
"467930","IBKS제23호스팩","KOSDAQ","SPAC(소속부없음)","2230","-10","-0.45","2205","2245","2205","7016","15586040","9432900000","4230000"
"469480","IBKS제24호스팩","KOSDAQ","SPAC(소속부없음)","2215","0","0.00","2235","2235","2210","1775","3950335","9369450000","4230000"
"0099X0","IBKS제25호스팩","KOSDAQ","SPAC(소속부없음)","2050","-20","-0.97","2060","2075","2035","1935651","3962705527","12199200000","5980000"
"003560","IHQ","KOSPI",,"10760","0","0.00","0","0","0","0","0","76220934800","7083730"
"015360","INVENI","KOSPI",,"65800","500","0.77","65500","66200","65300","5177","339487250","376770000000","5700000"
"095340","ISC","KOSDAQ GLOBAL","우량기업부","112200","-7800","-6.50","122000","122600","110900","473847","53975456500","2376190201800","21197058"
"175330","JB금융지주","KOSPI",,"24950","-250","-0.99","25200","25450","24550","409669","10185123250","4737620794950","189884601"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","3815","-10","-0.26","3830","3875","3750","83258","315260772","196636122400","51746348"
"234080","JW생명과학","KOSPI",,"12800","-10","-0.08","12760","12930","12740","47506","607847810","202682291200","15834554"
"067290","JW신약","KOSDAQ","중견기업부","1945","-155","-7.38","2090","2090","1922","2592011","5078202495","103976693448","53376126"
"001060","JW중외제약","KOSPI",,"25900","100","0.39","25600","25950","25150","54870","1402031275","603105587000","23285930"
"001067","JW중외제약2우B","KOSPI",,"60000","800","1.35","59200","60000","59200","15","895200","12430401600","209973"
"001065","JW중외제약우","KOSPI",,"28600","0","0.00","28700","28700","28200","231","6590400","9643018200","341951"
"096760","JW홀딩스","KOSPI",,"3550","35","1.00","3515","3630","3300","143815","502127195","262063919390","73924942"
"035900","JYP Ent.","KOSDAQ GLOBAL","우량기업부","72700","-4800","-6.19","79700","79800","72000","1670312","123440922150","2583212168400","35532492"
"318000","KBG","KOSDAQ","벤처기업부","4400","5","0.11","4395","4435","4335","32776","143480525","38762889005","8740223"
"008970","KBI동양철관","KOSPI",,"1767","68","4.00","1727","1837","1727","3502853","6210676483","183356124669","103766907"
"024840","KBI메탈","KOSDAQ","중견기업부","1813","24","1.34","1795","1816","1763","318115","570375341","63115831792","34909199"
"105560","KB금융","KOSPI",,"126800","3500","2.84","124200","127500","123500","794516","100037062150","48369394660400","381462103"
"415640","KB발해인프라","KOSPI",,"10020","20","0.20","10050","10240","9910","163639","1637040160","1225455480000","122545548"
"432320","KB스타리츠","KOSPI",,"3430","40","1.18","3390","3435","3370","148487","506930903","347343926125","101414285"
"024120","KB오토시스","KOSDAQ","중견기업부","3640","-10","-0.27","3650","3690","3595","30175","109831330","41917500000","11500000"
"455250","KB제25호스팩","KOSDAQ","관리종목(소속부없음)","2095","-5","-0.24","2095","2100","2095","43202","90509245","9040500000","4305000"
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)","2067","2","0.10","2065","2070","2062","16063","33226352","26674635000","12905000"
"478390","KB제29호스팩","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","2070","2095","2060","6044","12537240","12875400000","6220000"
"486630","KB제30호스팩","KOSDAQ","SPAC(소속부없음)","2040","5","0.25","2035","2055","2035","23970","49113060","10832400000","5310000"
"492220","KB제31호스팩","KOSDAQ","SPAC(소속부없음)","2015","-5","-0.25","2015","2025","2010","30894","62302320","12544200000","6210000"
"0037T0","KB제32호스팩","KOSDAQ","SPAC(소속부없음)","2010","10","0.50","2005","2020","2000","33937","68240349","12754950000","6330000"
"0072Z0","KB제33호스팩","KOSDAQ","SPAC(소속부없음)","1992","3","0.15","1993","1993","1990","2733","5444834","15706920000","7885000"
"002380","KCC","KOSPI",,"400000","7000","1.78","396000","403500","389000","46024","18241972000","3563474871000","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","5550","100","1.83","5440","5560","5380","18870","103277170","118556000000","21400000"
"344820","KCC글라스","KOSPI",,"25950","-200","-0.76","26000","26300","25850","37740","982080000","414434786400","15970512"
"009070","KCTC","KOSPI",,"6090","-70","-1.14","6210","6220","5990","424862","2569332005","181800000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"756","0","0.00","0","0","0","0","0","17568790596","23239141"
"112190","KC산업","KONEX","일반기업부","1770","-8","-0.45","1800","1889","1606","8594","14452006","48343087753","27204889"
"119650","KC코트렐","KOSPI",,"918","0","0.00","0","0","0","0","0","100782913662","109785309"
"044180","KD","KOSDAQ","중견기업부","603","-12","-1.95","615","620","600","423669","255936455","16110832797","26717799"
"092220","KEC","KOSPI",,"736","13","1.80","741","757","727","1707941","1265310322","147962434917","200763141"
"046440","KG모빌리언스","KOSDAQ","우량기업부","4630","-35","-0.75","4665","4665","4590","104154","481269489","175799959250","38010802"
"003620","KG모빌리티","KOSPI",,"3530","35","1.00","3500","3570","3455","457790","1617877958","713371564800","202374912"
"016380","KG스틸","KOSPI",,"5200","-70","-1.33","5270","5320","5180","313220","1632332365","518046086460","100008897"
"151860","KG에코솔루션","KOSDAQ","우량기업부","5550","50","0.91","5450","5560","5450","152818","840242155","262768571040","47603002"
"035600","KG이니시스","KOSDAQ","우량기업부","10200","30","0.29","10210","10230","10130","74498","758000565","280779682460","27554434"
"001390","KG케미칼","KOSPI",,"5150","20","0.39","5150","5280","5140","274610","1427223900","345577774200","67233030"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)","150","-2405","-94.13","200","200","146","7534757","1188884798","4075568728","26464732"
"111870","KH 미래물산","KOSDAQ","관리종목(소속부없음)","700","-8210","-92.14","950","950","620","1603215","1133223175","5302815003","7042251"
"033180","KH 필룩스","KOSPI",,"5310","0","0.00","0","0","0","0","0","138166306200","26020020"
"060720","KH바텍","KOSDAQ","벤처기업부","11140","-250","-2.19","11430","11590","11100","124217","1394231470","263766703880","23677442"
"001940","KISCO홀딩스","KOSPI",,"25050","400","1.62","25000","25300","24650","10605","264970700","357953595000","14176380"
"058400","KNN","KOSDAQ","우량기업부","718","7","0.98","710","725","709","347981","249295605","94819679520","132429720"
"025000","KPX케미칼","KOSPI",,"45400","-700","-1.52","46000","46400","45000","11778","532471650","198355517700","4378709"
"092230","KPX홀딩스","KOSPI",,"70900","-900","-1.25","71800","71800","70600","1949","138231550","299527401400","4224646"
"000040","KR모터스","KOSPI",,"449","6","1.35","443","453","425","176695","77819512","38782457616","86375184"
"044450","KSS해운","KOSPI",,"8880","0","0.00","9010","9090","8860","47449","423729710","205464332000","23085880"
"101000","KS인더스트리","KOSDAQ","중견기업부","700","56","8.70","640","705","631","847336","569209881","23412761400","33446802"
"030200","KT","KOSPI",,"51600","300","0.58","51600","52200","51400","421644","22115766150","13079925451500","252021685"
"033780","KT&G","KOSPI",,"141800","1400","1.00","140500","142300","140000","206284","29137119250","16705492932000","117976645"
"058850","KTcs","KOSPI",,"2785","-30","-1.07","2810","2825","2780","483956","1352244876","118877725000","42685000"
"058860","KTis","KOSPI",,"2710","5","0.18","2705","2715","2685","113409","305812766","94139410000","34802000"
"089600","KT나스미디어","KOSDAQ","우량기업부","12790","-240","-1.84","13060","13060","12680","43907","560709600","148072486400","11568163"
"418470","KT밀리의서재","KOSDAQ","중견기업부","13850","-50","-0.36","13960","14100","13620","47636","660434415","118636177650","8565789"
"043610","KT지니뮤직","KOSDAQ","우량기업부","1875","-35","-1.83","1915","1918","1865","95165","178986473","108559638184","58115438"
"122450","KX","KOSDAQ","중견기업부","3690","-55","-1.47","3740","3765","3675","80192","297444385","165385187460","44819834"
"052900","KX하이텍","KOSDAQ","우량기업부","944","12","1.29","940","955","930","191701","180164082","61778860920","65374456"
"036560","KZ정밀","KOSDAQ","우량기업부","14900","300","2.05","14600","15110","14400","27581","406721750","234675000000","15750000"
"061970","LB세미콘","KOSDAQ","중견기업부","4435","-25","-0.56","4590","4645","4310","558539","2484306963","257017301550","58083006"
"309960","LB인베스트먼트","KOSDAQ","벤처기업부","5460","-80","-1.44","5520","5590","5320","186135","1006324290","126766124940","23217239"
"093050","LF","KOSPI",,"17510","-200","-1.13","17760","17940","17350","112401","1972718485","512284800000","29240000"
"003550","LG","KOSPI",,"81500","500","0.62","81300","82700","81000","172388","14062793350","12553637019000","154221585"
"034220","LG디스플레이","KOSPI",,"12020","190","1.61","11940","12230","11840","1530839","18391695520","6000000000000","500000000"
"051900","LG생활건강","KOSPI",,"267000","-3000","-1.11","272500","273000","265500","83729","22393747750","4078105323500","15302459"
"051905","LG생활건강우","KOSPI",,"115500","-900","-0.77","116400","116700","114700","5322","613984050","242095064100","2099697"
"064400","LG씨엔에스","KOSPI",,"62500","-100","-0.16","63400","63400","62100","343011","21440228900","6055371750000","96885948"
"373220","LG에너지솔루션","KOSPI",,"371500","10500","2.91","358500","373500","358500","355328","131323457250","86931000000000","234000000"
"003555","LG우","KOSPI",,"66500","100","0.15","66400","66700","65600","21059","1394831300","200244733500","3011199"
"032640","LG유플러스","KOSPI",,"14560","130","0.90","14490","14640","14340","607187","8812108885","6271195699450","429828355"
"011070","LG이노텍","KOSPI",,"273000","5500","2.06","271000","273500","265500","133657","36087924000","6449286657500","23667107"
"066570","LG전자","KOSPI",,"93000","1600","1.75","92500","94700","92400","753678","70197641200","15115856713600","162886387"
"066575","LG전자우","KOSPI",,"48450","150","0.31","48950","49600","48250","104610","5079394425","832661312400","17185992"
"037560","LG헬로비전","KOSPI",,"2340","-5","-0.21","2360","2370","2340","88371","208024003","181225664100","77446865"
"051910","LG화학","KOSPI",,"330000","7500","2.33","318500","330000","318500","222581","72941995500","23295473190000","70592343"
"051915","LG화학우","KOSPI",,"162800","1700","1.06","159900","163500","159400","42934","6966305400","1254043280000","7688800"
"079550","LIG넥스원","KOSPI",,"468500","29500","6.72","453500","470000","440000","201513","92081761250","10329000000000","22000000"
"225190","LK삼양","KOSDAQ","중견기업부","1468","30","2.09","1452","1502","1412","4592109","6696047795","103377201480","70468440"
"006260","LS","KOSPI",,"211500","3000","1.44","208000","213000","205500","166199","34866249750","6704550000000","31700000"
"010120","LS ELECTRIC","KOSPI",,"508000","15500","3.15","491500","510000","486000","182241","91581431000","15240000000000","30000000"
"000680","LS네트웍스","KOSPI",,"3565","85","2.44","3480","3680","3480","574877","2073443709","282508812360","78803016"
"060370","LS마린솔루션","KOSDAQ","우량기업부","29650","150","0.51","29250","29725","29100","207139","6105712000","1548882021100","52238854"
"417200","LS머트리얼즈","KOSDAQ","중견기업부","13660","1240","9.98","12900","13700","12780","1643356","21936079180","922782268760","67652659"
"229640","LS에코에너지","KOSPI",,"36850","1100","3.08","35700","36950","35550","131201","4799770500","1126995547200","30624879"
"078020","LS증권","KOSDAQ","우량기업부","4820","50","1.05","4755","4880","4755","59014","283636377","267974147700","55481190"
"322180","LS티라유텍","KOSDAQ","벤처기업부","10220","160","1.59","10600","11060","9550","3989755","40879124535","213195016960","20921984"
"108320","LX세미콘","KOSPI",,"51000","700","1.39","50900","52200","50400","92742","4717560250","827852870000","16264300"
"001120","LX인터내셔널","KOSPI",,"32300","300","0.94","32050","32300","31650","143370","4594154325","1246134000000","38760000"
"108670","LX하우시스","KOSPI",,"28350","-200","-0.70","28750","28850","28300","15896","453048700","254233444500","8967670"
"108675","LX하우시스우","KOSPI",,"16990","20","0.12","16910","17100","16910","952","16174560","17508316800","1032330"
"383800","LX홀딩스","KOSPI",,"8000","50","0.63","7950","8030","7900","89872","717848020","611008326900","76280690"
"38380K","LX홀딩스1우","KOSPI",,"8790","30","0.34","8760","8990","8650","4683","40881910","12879855150","1465285"
"476080","M83","KOSDAQ","중견기업부","9960","-1060","-9.62","11020","11100","9780","643410","6565300115","79807410000","8037000"
"086960","MDS테크","KOSDAQ","중견기업부","1329","-17","-1.26","1347","1373","1315","843811","1121619488","130016948320","97757104"
"023150","MH에탄올","KOSPI",,"4880","10","0.21","4970","4970","4870","4806","23504155","36044099510","7378526"
"035420","NAVER","KOSPI",,"249500","2500","1.01","248500","251000","247000","1011388","252004585500","39134733181000","156852638"
"160550","NEW","KOSDAQ","중견기업부","2240","-60","-2.61","2270","2335","2195","169876","380030530","62230616380","27906106"
"053290","NE능률","KOSDAQ","투자주의환기종목(소속부없음)","1828","28","1.56","1800","1833","1782","27386","49745763","30110931354","16526307"
"181710","NHN","KOSPI",,"31950","1100","3.57","30750","31950","30450","96930","3066313725","1036636849350","32753139"
"060250","NHN KCP","KOSDAQ","우량기업부","15240","-120","-0.78","15390","15480","15170","234680","3584019340","612047711640","40160611"
"104200","NHN벅스","KOSDAQ","중견기업부","3195","115","3.73","3080","3250","3065","152786","486176835","47670573250","14827550"
"400760","NH올원리츠","KOSPI",,"3370","-5","-0.15","3375","3380","3350","174917","588151914","185111656750","54929275"
"005940","NH투자증권","KOSPI",,"21050","-250","-1.17","21300","21700","20950","933234","19776622800","7501048967450","356344369"
"005945","NH투자증권우","KOSPI",,"19550","50","0.26","19500","19590","19350","53907","1050359515","369116134080","18870968"
"338100","NH프라임리츠","KOSPI",,"4460","-10","-0.22","4470","4480","4450","75109","335300959","83223600000","18660000"
"034310","NICE","KOSPI",,"12900","160","1.26","12760","12930","12590","97924","1245388730","474167325300","36757157"
"063570","NICE인프라","KOSDAQ","우량기업부","4075","5","0.12","4055","4100","4025","49251","199327815","138981252960","34147728"
"030190","NICE평가정보","KOSPI",,"16410","80","0.49","16240","16590","16240","74218","1215983110","967327273340","58911527"
"008260","NI스틸","KOSPI",,"3470","-25","-0.72","3500","3500","3440","110174","380339510","98670403650","28600117"
"004250","NPC","KOSPI",,"3740","-55","-1.45","3765","3795","3720","65100","243042702","137516400000","36720000"
"004255","NPC우","KOSPI",,"2495","-5","-0.20","2515","2515","2480","5080","12655770","13094400000","5280000"
"222160","NPX","KOSDAQ","관리종목(소속부없음)","8040","0","0.00","0","0","0","0","0","79551289560","9894439"
"456040","OCI","KOSPI",,"58700","0","0.00","59400","59900","58300","41643","2450418500","525511456500","8952495"
"010060","OCI홀딩스","KOSPI",,"108100","2600","2.46","107600","110400","104700","171613","18619614000","2016385056000","18670232"
